model_name,MAE,RMSE,nRMSE,evaluation
"ARIMA(2,1,2)",0.24334225885768385,0.33358710171951694,0.2885998756535436,Walk-forward mean
"SARIMA(1,1,1)(1,1,1,24)",0.19821077716953947,0.30628607393667456,0.27479503631115776,Walk-forward mean
"SARIMA(2,1,1)(0,1,1,24)",0.20014677168055392,0.3085547049730498,0.27897878508977103,Walk-forward mean
