model_name,MAE,RMSE,nRMSE
Naive,0.1319047619047619,0.3005213723482828,0.16244398505312585
SeasonalNaive,0.18452380952380953,0.3835470418779596,0.20732272533943766
XGBoost,0.21139927762604896,0.29092320229933344,0.15725578502666673
