model_name,MAE,RMSE,nRMSE,evaluation
"ARIMA(2,1,2)",0.21962833475963986,0.2917792833241038,0.24727057908822359,Whole-train split
"SARIMA(1,1,1)(1,1,1,24)",0.13923371510079532,0.23436574905307503,0.19861504157040258,Whole-train split
"SARIMA(2,1,1)(0,1,1,24)",0.13940899908104087,0.2332003270475073,0.19762739580297228,Whole-train split
